TAG,TAG_Week,cave_origin,sex,age,weight,FA,pregnency,testis
6593,6593_28,Har Gershom,F,A,134,95.7,mid,NA
6593,6593_29,Har Gershom,F,A,134,95.7,mid,NA
6593,6593_30,Har Gershom,F,A,134,95.7,mid,NA
6593,6593_31,multiple,F,A,134,95.7,mid,NA
6593,6593_32,multiple,F,A,134,95.7,mid,NA
6635,6635_26,Har Gershom,F,A,139.3,90.4,Mid,NA
6635,6635_27,Har Gershom,F,A,139.3,90.4,Mid,NA
6635,6635_25,Har Gershom,F,A,139.3,90.4,Mid,NA
6638,6638_26,Einan,M,SA,101.5,91.9,NA,xs
6638,6638_27,multiple,M,SA,101.5,91.9,NA,xs
6638,6638_25,Einan,M,SA,101.5,91.9,NA,xs
6638,6638_28,Einan,M,SA,101.5,91.9,NA,xs
6640,6640_26,multiple,M,A,134.2,90.4,NA,xs
6640,6640_27,temporary,M,A,134.2,90.4,NA,xs
6640,6640_25,temporary,M,A,134.2,90.4,NA,xs
6640,6640_29,temporary,M,A,134.2,90.4,NA,xs
6640,6640_30,temporary,M,A,134.2,90.4,NA,xs
6641,6641_26,temporary,NA,pup,83.5,79.9,NA,NA
6641,6641_25,Zemer cave,NA,pup,83.5,79.9,NA,NA
6644,6644_25,Zemer cave,F,A,164,94.7,carrying pup,NA
6644,6644_29,multiple,F,A,164,94.7,carrying pup,NA
6645,6645_25,Zemer cave,NA,NA,NA,NA,NA,NA
6646,6646_25,multiple,M,A,137.5,90.4,NA,10
6648,6648_25,Zemer cave,F,A,141.5,90.4,Advanced,NA
6649,6649_26,temporary,F,A,148.5,90.4,carrying pup,NA
6649,6649_27,temporary,F,A,148.5,90.4,carrying pup,NA
6649,6649_25,multiple,F,A,148.5,90.4,carrying pup,NA
6650,6650_26,Zemer cave,F,A,130.6,89.4,no,NA
6650,6650_27,Zemer cave,F,A,130.6,89.4,no,NA
6650,6650_25,Har Gershom,F,A,130.6,89.4,no,NA
6651,6651_26,Zemer cave,NA,pup,NA,NA,NA,NA
6651,6651_27,temporary,NA,pup,NA,NA,NA,NA
6651,6651_25,Zemer cave,NA,pup,NA,NA,NA,NA
6652,6652_27,Zemer cave,F,pup,70,75.4,NA,NA
6652,6652_26,Zemer cave,F,pup,70,75.4,NA,NA
6653,6653_26,multiple,M,A,134,93.9,Mid,NA
6653,6653_25,Har Gershom,M,A,134,93.9,Mid,NA
6654,6654_27,Har Gershom,M,A,118.5,87.4,NA,xs
6654,6654_26,Har Gershom,M,A,118.5,87.4,NA,xs
4408,4408_21,temporary,F,J,140,92.9,NA,NA
4419,4419_19,Har Gershom,M,A,158,99.3,NA,L
4419,4419_20,Har Gershom,M,A,158,99.3,NA,L
4419,4419_21,multiple,M,A,158,99.3,NA,L
4419,4419_18,Har Gershom,M,A,158,99.3,NA,L
4424,4424_18,Har Gershom,F,J,135,93,NA,NA
4424,4424_19,Har Gershom,F,J,135,93,NA,NA
4435,4435_21,Har Gershom,M,A,159,95,NA,S
4439,4439_24,Zemer cave,M,J,138,92,NA,M
4441,4441_21,temporary,M,A,163,93.9,NA,L
4446,4446_23,Zemer cave,F,A,128,95.2,NA,NA
4446,4446_24,Zemer cave,F,A,128,95.2,NA,NA
4448,4448_21,temporary,M,A,161,94.4,NA,S/M
4449,4449_19,Har Gershom,F,NA,128,91.7,NA,NA
4449,4449_18,Har Gershom,F,NA,128,91.7,NA,NA
4452,4452_19,Har Gershom,F,A,137,93.3,NA,NA
4452,4452_18,Har Gershom,F,A,137,93.3,NA,NA
4453,4453_19,temporary,M,J,123,89.8,NA,S
4453,4453_18,temporary,M,J,123,89.8,NA,S
4454,4454_18,temporary,M,A,138,94,NA,M
5594,5594_7,Einan,M,J,90.7,87.1,NA,xs
5594,5594_8,Har Gershom,M,J,90.7,87.1,NA,xs
5594,5594_6,temporary,M,J,90.7,87.1,NA,xs
5597,5597_48,temporary,M,J,66,80,NA,xs
5597,5597_47,temporary,M,J,66,80,NA,xs
5598,5598_11,Einan,M,J,95,83.4,NA,NA
5600,5600_7,Har Gershom,M,SA,111.5,91,NA,NA
5600,5600_8,Har Gershom,M,SA,111.5,91,NA,NA
5600,5600_6,multiple,M,SA,111.5,91,NA,NA
5660,5660_7,Zemer cave,M,A,164.1,93.1,NA,16.8
5660,5660_8,Zemer cave,M,A,164.1,93.1,NA,16.8
5660,5660_9,multiple,M,A,164.1,93.1,NA,16.8
5660,5660_6,Einan,M,A,164.1,93.1,NA,16.8
5661,5661_7,Zemer cave,M,A,153.2,95.2,NA,15.6
5661,5661_8,multiple,M,A,153.2,95.2,NA,15.6
5661,5661_6,Zemer cave,M,A,153.2,95.2,NA,15.6
5672,5672_7,temporary,M,SA,114.3,89.4,NA,xs
5672,5672_8,Zemer cave,M,SA,114.3,89.4,NA,xs
5672,5672_6,Zemer cave,M,SA,114.3,89.4,NA,xs
5675,5675_6,Har Gershom,M,SA,132,94,NA,17.5
5677,5677_7,multiple,M,J,100.4,87.6,NA,xs
5677,5677_6,Har Gershom,M,J,100.4,87.6,NA,xs
5679,5679_7,multiple,M,J,97.2,85.2,NA,xs
5679,5679_6,Har Gershom,M,J,97.2,85.2,NA,xs
5680,5680_7,multiple,M,A,157,95.2,NA,17
5680,5680_8,multiple,M,A,157,95.2,NA,17
5680,5680_6,multiple,M,A,157,95.2,NA,17
5699,5699_13,Har Gershom,M,A,142,94,NA,12.7
5702,5702_14,Har Gershom,M,A,150,91.9,NA,10.1
5702,5702_13,Har Gershom,M,A,150,91.9,NA,10.1
5703,5703_14,Har Gershom,M,A,128,90.4,NA,10.5
5703,5703_15,Har Gershom,M,A,128,90.4,NA,10.5
5703,5703_13,Har Gershom,M,A,128,90.4,NA,10.5
5731,5731_11,Har Gershom,M,J,69,78.8,NA,NA
5732,5732_12,Har Gershom,M,SA,103,85.9,NA,NA
5732,5732_11,multiple,M,SA,103,85.9,NA,NA
5733,5733_12,temporary,M,SA,85,86.4,NA,NA
5733,5733_13,temporary,M,SA,85,86.4,NA,NA
5733,5733_11,temporary,M,SA,85,86.4,NA,NA
5733,5733_14,temporary,M,SA,85,86.4,NA,NA
5738,5738_12,multiple,F,A,110,102.4,NA,NA
5738,5738_13,Har Gershom,F,A,110,102.4,NA,NA
5738,5738_11,temporary,F,A,110,102.4,NA,NA
5738,5738_14,Har Gershom,F,A,110,102.4,NA,NA
5738,5738_15,Har Gershom,F,A,110,102.4,NA,NA
5746,5746_11,Har Gershom,M,A,121,91.3,NA,NA
5764,5764_14,temporary,M,A,144,91.9,NA,10.5
5764,5764_27,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_28,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_29,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_30,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_31,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_32,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_33,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_34,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_35,temporary,M,A,144,91.9,NA,10.5
5764,5764_36,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_37,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_38,multiple,M,A,144,91.9,NA,10.5
5764,5764_39,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_40,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_41,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_42,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_16,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_17,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_13,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_18,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_19,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_20,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_21,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_22,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_23,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_24,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_25,Har Gershom,M,A,144,91.9,NA,10.5
5764,5764_26,Har Gershom,M,A,144,91.9,NA,10.5
5769,5769_14,Har Gershom,M,J,104,82.4,NA,xs
5769,5769_13,Har Gershom,M,J,104,82.4,NA,xs
5772,5772_13,Har Gershom,M,J,97,85.6,NA,xs
5780,5780_13,Har Gershom,F,J,99,84.9,no,NA
5782,5782_14,Har Gershom,M,J,90,80.9,NA,xs
5782,5782_13,Har Gershom,M,J,90,80.9,NA,xs
5700,5700_16,Har Gershom,M,A,168.7,96.8,NA,12.6
5700,5700_17,Har Gershom,M,A,168.7,96.8,NA,12.6
5700,5700_15,Har Gershom,M,A,168.7,96.8,NA,12.6
5700,5700_18,Har Gershom,M,A,168.7,96.8,NA,12.6
5700,5700_19,Har Gershom,M,A,168.7,96.8,NA,12.6
5704,5704_22,multiple,F,A,145,91.9,mid,NA
5704,5704_23,Har Gershom,F,A,145,91.9,mid,NA
5704,5704_21,multiple,F,A,145,91.9,mid,NA
5726,5726_14,Har Gershom,M,A,152,93.9,NA,12
5726,5726_15,Har Gershom,M,A,152,93.9,NA,12
5726,5726_13,Har Gershom,M,A,152,93.9,NA,12
5726,5726_16,Har Gershom,M,A,152,93.9,NA,12
5727,5727_22,Einan,M,A,133,91,NA,9.5
5727,5727_23,Einan,M,A,133,91,NA,9.5
5727,5727_21,multiple,M,A,133,91,NA,9.5
5727,5727_24,Einan,M,A,133,91,NA,9.5
5728,5728_14,multiple,M,A,136,93.8,NA,xs
5728,5728_15,Har Gershom,M,A,136,93.8,NA,xs
5728,5728_13,Har Gershom,M,A,136,93.8,NA,xs
5728,5728_16,Har Gershom,M,A,136,93.8,NA,xs
5728,5728_18,multiple,M,A,136,93.8,NA,xs
5729,5729_14,Har Gershom,M,A,156,90.2,NA,9
5729,5729_15,Har Gershom,M,A,156,90.2,NA,9
5729,5729_16,Har Gershom,M,A,156,90.2,NA,9
5729,5729_17,Har Gershom,M,A,156,90.2,NA,9
5734,5734_14,Har Gershom,M,J,110,83.9,NA,xs
5734,5734_15,Har Gershom,M,J,110,83.9,NA,xs
5734,5734_13,Har Gershom,M,J,110,83.9,NA,xs
5734,5734_16,Har Gershom,M,J,110,83.9,NA,xs
5734,5734_17,Har Gershom,M,J,110,83.9,NA,xs
5736,5736_16,temporary,M,A,164.4,93.1,NA,13.2
5736,5736_17,temporary,M,A,164.4,93.1,NA,13.2
5736,5736_15,temporary,M,A,164.4,93.1,NA,13.2
5736,5736_18,temporary,M,A,164.4,93.1,NA,13.2
5736,5736_19,temporary,M,A,164.4,93.1,NA,13.2
5736,5736_20,multiple,M,A,164.4,93.1,NA,13.2
5739,5739_22,temporary,F,A,130,93.8,no,NA
5739,5739_24,temporary,F,A,130,93.8,no,NA
5739,5739_25,temporary,F,A,130,93.8,no,NA
5739,5739_26,temporary,F,A,130,93.8,no,NA
5739,5739_27,temporary,F,A,130,93.8,no,NA
5739,5739_28,temporary,F,A,130,93.8,no,NA
5739,5739_29,temporary,F,A,130,93.8,no,NA
5739,5739_30,temporary,F,A,130,93.8,no,NA
5739,5739_31,temporary,F,A,130,93.8,no,NA
5739,5739_33,temporary,F,A,130,93.8,no,NA
5739,5739_34,temporary,F,A,130,93.8,no,NA
5741,5741_22,Einan,F,A,143,92.2,no,NA
5741,5741_35,Zemer cave,F,A,143,92.2,no,NA
5741,5741_23,Einan,F,A,143,92.2,no,NA
5741,5741_21,multiple,F,A,143,92.2,no,NA
5741,5741_24,Einan,F,A,143,92.2,no,NA
5741,5741_25,Einan,F,A,143,92.2,no,NA
5741,5741_26,multiple,F,A,143,92.2,no,NA
5741,5741_27,multiple,F,A,143,92.2,no,NA
5741,5741_28,Zemer cave,F,A,143,92.2,no,NA
5741,5741_29,Zemer cave,F,A,143,92.2,no,NA
5741,5741_30,Zemer cave,F,A,143,92.2,no,NA
5741,5741_31,Zemer cave,F,A,143,92.2,no,NA
5741,5741_33,Zemer cave,F,A,143,92.2,no,NA
5741,5741_34,Zemer cave,F,A,143,92.2,no,NA
5747,5747_14,Har Gershom,M,A,164,94.9,NA,13.5
5747,5747_15,Har Gershom,M,A,164,94.9,NA,13.5
5747,5747_13,Har Gershom,M,A,164,94.9,NA,13.5
5759,5759_15,multiple,M,A,171,95.9,NA,9.7
5760,5760_22,Zemer cave,F,A,118,89.8,no,NA
5760,5760_35,Zemer cave,F,A,118,89.8,no,NA
5760,5760_36,Zemer cave,F,A,118,89.8,no,NA
5760,5760_37,Zemer cave,F,A,118,89.8,no,NA
5760,5760_38,Zemer cave,F,A,118,89.8,no,NA
5760,5760_39,Zemer cave,F,A,118,89.8,no,NA
5760,5760_23,Zemer cave,F,A,118,89.8,no,NA
5760,5760_40,Zemer cave,F,A,118,89.8,no,NA
5760,5760_24,Zemer cave,F,A,118,89.8,no,NA
5760,5760_25,multiple,F,A,118,89.8,no,NA
5760,5760_26,Zemer cave,F,A,118,89.8,no,NA
5760,5760_27,Zemer cave,F,A,118,89.8,no,NA
5760,5760_28,Zemer cave,F,A,118,89.8,no,NA
5760,5760_29,Zemer cave,F,A,118,89.8,no,NA
5760,5760_30,Zemer cave,F,A,118,89.8,no,NA
5760,5760_31,Zemer cave,F,A,118,89.8,no,NA
5760,5760_32,Zemer cave,F,A,118,89.8,no,NA
5760,5760_33,Zemer cave,F,A,118,89.8,no,NA
5760,5760_34,Zemer cave,F,A,118,89.8,no,NA
5762,5762_21,Zemer cave,F,pup,50,69.9,NA,NA
5763,5763_16,Har Gershom,M,A,164,93.2,NA,10.7
5763,5763_17,Har Gershom,M,A,164,93.2,NA,10.7
5763,5763_15,Einan,M,A,164,93.2,NA,10.7
5763,5763_18,Har Gershom,M,A,164,93.2,NA,10.7
5765,5765_21,multiple,M,SA,135,94.3,NA,xs
5777,5777_22,Einan,M,A,143,90.9,NA,8.6
5777,5777_23,Einan,M,A,143,90.9,NA,8.6
5777,5777_21,multiple,M,A,143,90.9,NA,8.6
5777,5777_24,Einan,M,A,143,90.9,NA,8.6
5777,5777_25,Einan,M,A,143,90.9,NA,8.6
5777,5777_26,Einan,M,A,143,90.9,NA,8.6
5779,5779_22,Har Gershom,F,A,145,92.6,yes,NA
5779,5779_23,Har Gershom,F,A,145,92.6,yes,NA
5779,5779_21,Har Gershom,F,A,145,92.6,yes,NA
5779,5779_24,Har Gershom,F,A,145,92.6,yes,NA
5783,5783_15,Zemer cave,M,J,86.9,87.3,NA,xs
6123,6123_28,Har Gershom,M,SA,129,90.7,NA,s
6123,6123_26,Har Gershom,M,SA,129,90.7,NA,s
6123,6123_27,Har Gershom,M,SA,129,90.7,NA,s
5599,5599_39,multiple,M,J,101,84.2,NA,xs
5662,5662_46,Har Gershom,F,A,120,92,no,NA
5662,5662_45,Har Gershom,F,A,120,92,no,NA
5662,5662_48,Har Gershom,F,A,120,92,no,NA
5667,5667_46,Har Gershom,M,SA,107.4,91,NA,xs
5667,5667_47,Har Gershom,M,SA,107.4,91,NA,xs
5667,5667_45,Har Gershom,M,SA,107.4,91,NA,xs
5667,5667_48,Har Gershom,M,SA,107.4,91,NA,xs
5667,5667_49,Har Gershom,M,SA,107.4,91,NA,xs
5684,5684_45,multiple,M,A,153,93,NA,10
5685,5685_40,Har Gershom,F,A,139,92.9,no,NA
5685,5685_41,Har Gershom,F,A,139,92.9,no,NA
5685,5685_39,multiple,F,A,139,92.9,no,NA
5685,5685_42,Har Gershom,F,A,139,92.9,no,NA
5720,5720_26,multiple,F,SA,110,87,NA,NA
5735,5735_46,multiple,F,A,136,91.8,no,NA
5735,5735_47,multiple,F,A,136,91.8,no,NA
5735,5735_45,temporary,F,A,136,91.8,no,NA
5737,5737_27,temporary,F,A,143,90.6,no,NA
5737,5737_28,temporary,F,A,143,90.6,no,NA
5737,5737_30,temporary,F,A,143,90.6,no,NA
5737,5737_26,temporary,F,A,143,90.6,no,NA
5742,5742_27,multiple,f,A,129,89.6,no,NA
5742,5742_28,Har Gershom,f,A,129,89.6,no,NA
5742,5742_26,Einan,f,A,129,89.6,no,NA
5742,5742_29,Har Gershom,f,A,129,89.6,no,NA
5742,5742_30,Har Gershom,f,A,129,89.6,no,NA
5742,5742_31,Har Gershom,f,A,129,89.6,no,NA
5742,5742_32,Har Gershom,f,A,129,89.6,no,NA
5742,5742_33,multiple,f,A,129,89.6,no,NA
5743,5743_40,temporary,M,SA,108,88.3,NA,xs
5743,5743_41,temporary,M,SA,108,88.3,NA,xs
5743,5743_39,temporary,M,SA,108,88.3,NA,xs
5744,5744_46,Har Gershom,M,SA,104,87,NA,xs
5744,5744_47,Har Gershom,M,SA,104,87,NA,xs
5744,5744_45,Har Gershom,M,SA,104,87,NA,xs
5744,5744_48,Har Gershom,M,SA,104,87,NA,xs
5744,5744_49,Har Gershom,M,SA,104,87,NA,xs
5744,5744_50,Har Gershom,M,SA,104,87,NA,xs
5744,5744_51,multiple,M,SA,104,87,NA,xs
5744,5744_52,temporary,M,SA,104,87,NA,xs
5744,5744_1,Har Gershom,M,SA,104,87,NA,xs
5744,5744_2,Har Gershom,M,SA,104,87,NA,xs
5745,5745_36,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_49,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_50,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_51,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_52,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_1,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_37,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_2,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_35,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_38,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_39,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_40,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_41,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_42,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_43,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_44,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_45,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_46,multiple,M,A,165.6,93.4,NA,14.2
5745,5745_47,Har Gershom,M,A,165.6,93.4,NA,14.2
5745,5745_48,Har Gershom,M,A,165.6,93.4,NA,14.2
5748,5748_38,Har Gershom,M,A,160.2,95.9,NA,13.4
5749,5749_45,temporary,F,SA,109.2,88.5,no,NA
5751,5751_49,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_50,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_36,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_51,multiple,F,A,134.4,90.4,no,NA
5751,5751_35,temporary,F,A,134.4,90.4,no,NA
5751,5751_39,Einan,F,A,134.4,90.4,no,NA
5751,5751_40,temporary,F,A,134.4,90.4,no,NA
5751,5751_42,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_43,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_45,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_46,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_47,Har Gershom,F,A,134.4,90.4,no,NA
5751,5751_48,Har Gershom,F,A,134.4,90.4,no,NA
5761,5761_46,Har Gershom,F,A,134,92.4,mid,NA
5761,5761_47,Har Gershom,F,A,134,92.4,mid,NA
5761,5761_45,Har Gershom,F,A,134,92.4,mid,NA
5761,5761_48,Har Gershom,F,A,134,92.4,mid,NA
5761,5761_49,Har Gershom,F,A,134,92.4,mid,NA
5761,5761_50,Har Gershom,F,A,134,92.4,mid,NA
5761,5761_51,Har Gershom,F,A,134,92.4,mid,NA
5770,5770_45,multiple,NA,pup,57,76,NA,NA
5771,5771_45,Har Gershom,F,pup,55,76,NA,NA
5771,5771_46,Har Gershom,F,pup,55,76,NA,NA
5778,5778_46,Einan,M,SA,110,88.6,NA,xs
5778,5778_47,Zemer cave,M,SA,110,88.6,NA,xs
5778,5778_45,Einan,M,SA,110,88.6,NA,xs
5778,5778_48,Zemer cave,M,SA,110,88.6,NA,xs
5778,5778_49,multiple,M,SA,110,88.6,NA,xs
5778,5778_50,temporary,M,SA,110,88.6,NA,xs
5778,5778_51,Zemer cave,M,SA,110,88.6,NA,xs
5778,5778_52,Zemer cave,M,SA,110,88.6,NA,xs
5781,5781_46,multiple,M,SA,88,83,NA,xs
5781,5781_45,multiple,M,SA,88,83,NA,xs
6026,6026_46,multiple,F,SA,101,88.4,no,NA
6026,6026_45,multiple,F,SA,101,88.4,no,NA
6029,6029_46,Har Gershom,F,pup,57,74.4,NA,NA
6029,6029_47,Har Gershom,F,pup,57,74.4,NA,NA
6029,6029_48,multiple,F,pup,57,74.4,NA,NA
6032,6032_3,Zemer cave,F,J,93,80,NA,NA
6125,6125_27,Har Gershom,F,A,130,88,no,NA
6125,6125_26,multiple,F,A,130,88,no,NA
6181,6181_46,Zemer cave,F,J,71,81.7,NA,NA
6181,6181_45,multiple,F,J,71,81.7,NA,NA
6182,6182_39,multiple,M,J,91,81.5,NA,xs
6238,6238_46,Har Gershom,F,A,132,94.2,no,NA
6238,6238_47,multiple,F,A,132,94.2,no,NA
6238,6238_45,multiple,F,A,132,94.2,no,NA
6238,6238_48,Zemer cave,F,A,132,94.2,no,NA
6240,6240_48,Zemer cave,F,A,112,91,no,NA
6240,6240_49,Zemer cave,F,A,112,91,no,NA
6240,6240_50,Zemer cave,F,A,112,91,no,NA
6240,6240_51,Zemer cave,F,A,112,91,no,NA
6242,6242_46,Zemer cave,M,A,145,90.8,NA,10.5
6242,6242_45,Einan,M,A,145,90.8,NA,10.5
6245,6245_45,multiple,M,A,157,94.5,NA,14
6246,6246_46,Har Gershom,M,A,119,92.8,NA,xs
6246,6246_47,Har Gershom,M,A,119,92.8,NA,xs
6246,6246_45,multiple,M,A,119,92.8,NA,xs
6246,6246_48,multiple,M,A,119,92.8,NA,xs
6246,6246_49,temporary,M,A,119,92.8,NA,xs
6246,6246_51,Einan,M,A,119,92.8,NA,xs
6246,6246_52,multiple,M,A,119,92.8,NA,xs
6246,6246_1,Einan,M,A,119,92.8,NA,xs
6247,6247_45,multiple,F,A,129,96,no,NA
6247,6247_46,Zemer cave,F,A,129,96,no,NA
6251,6251_46,temporary,M,SA,103,92.5,NA,xs
6251,6251_47,temporary,M,SA,103,92.5,NA,xs
6251,6251_45,multiple,M,SA,103,92.5,NA,xs
6251,6251_48,temporary,M,SA,103,92.5,NA,xs
6251,6251_49,temporary,M,SA,103,92.5,NA,xs
6251,6251_50,temporary,M,SA,103,92.5,NA,xs
6251,6251_51,temporary,M,SA,103,92.5,NA,xs
6255,6255_46,Zemer cave,F,A,122,93.5,NA,NA
6255,6255_47,Einan,F,A,122,93.5,NA,NA
6255,6255_48,multiple,F,A,122,93.5,NA,NA
6255,6255_45,multiple,F,A,122,93.5,NA,NA
6258,6258_45,multiple,M,SA,115,87,NA,xs
6258,6258_46,temporary,M,SA,115,87,NA,xs
6260,6260_47,Zemer cave,F,A,129.4,92,no,NA
6260,6260_48,multiple,F,A,129.4,92,no,NA
6260,6260_49,Zemer cave,F,A,129.4,92,no,NA
6263,6263_46,multiple,F,A,115,89.4,start,NA
6263,6263_45,temporary,F,A,115,89.4,start,NA
6265,6265_46,Zemer cave,M,A,145,94.1,NA,10.5
6265,6265_45,Einan,M,A,145,94.1,NA,10.5
6265,6265_48,Zemer cave,M,A,145,94.1,NA,10.5
6265,6265_49,Zemer cave,M,A,145,94.1,NA,10.5
6265,6265_50,Zemer cave,M,A,145,94.1,NA,10.5
6265,6265_51,Zemer cave,M,A,145,94.1,NA,10.5
6266,6266_46,multiple,F,A,136,91.7,start,NA
6266,6266_45,multiple,F,A,136,91.7,start,NA
6267,6267_46,multiple,F,A,124,96,no,NA
6267,6267_47,temporary,F,A,124,96,no,NA
6267,6267_48,temporary,F,A,124,96,no,NA
6267,6267_49,temporary,F,A,124,96,no,NA
6267,6267_45,multiple,F,A,124,96,no,NA
6271,6271_46,Zemer cave,M,A,143,95.2,NA,11.6
6271,6271_47,multiple,M,A,143,95.2,NA,11.6
6271,6271_45,multiple,M,A,143,95.2,NA,11.6
6271,6271_48,Zemer cave,M,A,143,95.2,NA,11.6
6271,6271_49,Zemer cave,M,A,143,95.2,NA,11.6
6271,6271_50,Zemer cave,M,A,143,95.2,NA,11.6
6271,6271_51,multiple,M,A,143,95.2,NA,11.6
6274,6274_46,temporary,F,A,121,95.5,U,NA
6274,6274_45,multiple,F,A,121,95.5,U,NA
6335,6335_3,Zemer cave,M,A,148.9,91,NA,13
6338,6338_3,multiple,M,A,173.5,93,NA,?
6340,6340_3,Zemer cave,M,A,165,88,NA,M
4429,4429_17,Har Gershom,F,A,162,92.4,NA,NA
4429,4429_18,Har Gershom,F,A,162,92.4,NA,NA
4429,4429_16,Har Gershom,F,A,162,92.4,NA,NA
4429,4429_19,Har Gershom,F,A,162,92.4,NA,NA
4440,4440_17,Har Gershom,F,J,91,82,NA,NA
4440,4440_18,Har Gershom,F,J,91,82,NA,NA
4440,4440_16,Har Gershom,F,J,91,82,NA,NA
4442,4442_16,multiple,NA,J,93,78.4,NA,NA
4444,4444_17,Har Gershom,F,A,132,90.5,NA,NA
4444,4444_16,Har Gershom,F,A,132,90.5,NA,NA
4445,4445_16,multiple,M,J,94,82.3,NA,s
4445,4445_17,Har Gershom,M,J,94,82.3,NA,s
4575,4575_13,temporary,M,J,105,87.8,NA,very small
4576,4576_11,multiple,F,SA,115,93.2,NA,NA
4576,4576_10,Har Gershom,F,SA,115,93.2,NA,NA
4577,4577_12,Har Gershom,M,A,163,97,NA,M
4577,4577_13,Har Gershom,M,A,163,97,NA,M
4577,4577_11,Har Gershom,M,A,163,97,NA,M
4579,4579_11,Har Gershom,M,A,153,95.6,NA,L
