"","TAGA","TAGB","MeetingTree","MeetingDate","prop_A_vis_B","prop_A_first","n_shared_trees","n+shared_new_trees","A_future_trees","min_nights"
"1","4419","4408","None",2018-05-21,0,1,1,0,3,"yes"
"2","4448","4408","Mulberry_734",2018-05-25,0,0,1,0,2,"yes"
"3","4424","4419","None",2018-05-06,0,0.67,3,0,6,"yes"
"4","4453","4419","None",2018-05-11,0,1,1,0,2,"yes"
"5","4408","4419","None",2018-05-21,0,0,1,0,2,"yes"
"6","4448","4419","None",2018-05-25,0,0,1,0,2,"yes"
"7","4440","4424","None",2018-05-04,0,1,5,0,3,"yes"
"8","4444","4429","Mulberry_755",2018-04-25,0,0,1,0,5,"yes"
"9","4455","4432","Mulberry_655",2018-06-11,0,1,1,0,2,"yes"
"10","4419","4435","None",2018-05-21,0,1,1,0,3,"yes"
"11","4455","4439","Mulberry_655",2018-06-07,0,0,1,0,2,"yes"
"12","4445","4440","None",2018-04-19,0,0.75,4,0,7,"yes"
"13","4444","4440","None",2018-04-18,0,0.83,6,0,3,"yes"
"14","4424","4440","None",2018-05-04,0,0,5,0,2,"yes"
"15","4419","4440","None",2018-05-11,0,0,1,0,2,"yes"
"16","4448","4441","Mulberry_734",2018-05-25,0,0,1,0,2,"yes"
"17","4445","4442","None",2018-04-19,0,0.5,2,0,7,"yes"
"18","4444","4442","None",2018-04-21,0,0,2,0,3,"yes"
"19","4442","4444","None",2018-04-21,0,1,2,0,7,"yes"
"20","4445","4444","None",2018-04-19,0,0.5,8,0,7,"yes"
"21","4442","4445","None",2018-04-19,0.17,0.5,2,1,6,"yes"
"22","4440","4445","None",2018-04-19,0,0.25,4,0,3,"yes"
"23","4455","4446","Mulberry_655",2018-06-07,0,0,1,0,2,"yes"
"24","4440","4449","None",2018-05-05,0,1,3,0,5,"yes"
"25","4424","4449","Mulberry_706",2018-05-09,0,1,2,0,6,"yes"
"26","4452","4449","Mulberry_734",2018-05-10,0,0,1,0,5,"yes"
"27","4449","4452","Mulberry_734",2018-05-10,0,1,1,0,7,"yes"
"28","4440","4453","None",2018-05-04,0,1,1,0,3,"yes"
"29","4419","4453","None",2018-05-11,0,0,1,0,2,"yes"
"30","4440","4454","None",2018-05-04,0,1,2,0,3,"yes"
"31","4424","4454","Mulberry_731",2018-05-04,0,0,1,0,2,"yes"
"32","4579","4576","None",2018-03-14,0,0,1,0,6,"yes"
"33","4577","4576","None",2018-03-17,0,0,2,0,7,"yes"
"34","4579","4577","None",2018-03-16,0,1,3,0,3,"yes"
"35","4577","4579","None",2018-03-16,0.12,0,3,1,8,"yes"
"36","5017","4978","None",2018-06-30,0,1,1,0,5,"yes"
"37","5018","4978","unknown_94",2018-06-28,0,0.5,2,0,10,"yes"
"38","5013","4978","None",2018-06-30,0,1,1,0,8,"yes"
"39","5016","4978","None",2018-06-30,0,1,1,0,4,"yes"
"40","5019","4978","None",2018-06-30,0,1,1,0,3,"yes"
"41","5022","5011","None",2018-07-02,0,1,1,0,2,"yes"
"42","4978","5013","None",2018-06-30,0,0,1,0,11,"yes"
"43","5017","5013","unknown_331",2018-06-28,0,0.5,2,0,9,"yes"
"44","5022","5013","Ficus religiosa_19",2018-06-30,0.2,1,4,1,5,"yes"
"45","5018","5013","unknown_331",2018-06-28,0,0.8,5,0,10,"yes"
"46","5016","5013","Ficus religiosa_17",2018-06-29,0,0.5,6,0,4,"yes"
"47","5021","5013","Ficus religiosa_19",2018-06-30,0,1,1,0,7,"yes"
"48","5015","5013","None",2018-06-29,0,0.4,5,0,2,"yes"
"49","5019","5013","Ficus religiosa_17",2018-06-29,0.11,0.5,4,1,9,"yes"
"50","5022","5015","None",2018-06-28,0,0,3,0,7,"yes"
"51","5011","5015","None",2018-07-03,0,0,2,0,2,"yes"
"52","5013","5015","None",2018-06-29,0.1,0.6,5,1,10,"yes"
"53","5016","5015","None",2018-07-01,0,0.5,2,0,9,"yes"
"54","5021","5015","None",2018-06-28,0.33,0.33,3,1,3,"yes"
"55","5019","5015","Ficus carica_1045",2018-06-29,0,0,4,0,9,"yes"
"56","4978","5016","None",2018-06-30,0,0,1,0,11,"yes"
"57","5017","5016","unknown_331",2018-06-28,0,1,3,0,9,"yes"
"58","5022","5016","unknown_1091",2018-06-28,0,1,3,0,7,"yes"
"59","5018","5016","unknown_331",2018-06-28,0,0.8,5,0,10,"yes"
"60","5013","5016","Ficus religiosa_17",2018-06-29,0.1,0.5,6,1,10,"yes"
"61","5021","5016","Ficus religiosa_19",2018-07-01,0,1,2,0,6,"yes"
"62","5015","5016","None",2018-07-01,0,0.5,2,0,2,"yes"
"63","5019","5016","Ficus religiosa_17",2018-06-29,0.22,0.5,4,2,9,"yes"
"64","4978","5017","None",2018-06-30,0,0,1,0,11,"yes"
"65","5022","5017","None",2018-06-29,0,1,1,0,6,"yes"
"66","5018","5017","unknown_331",2018-06-28,0,0.33,3,0,10,"yes"
"67","5013","5017","unknown_331",2018-06-28,0,0.5,2,0,4,"yes"
"68","5016","5017","unknown_331",2018-06-28,0.12,0,3,1,8,"yes"
"69","5015","5017","None",2018-06-29,0,1,1,0,2,"yes"
"70","5019","5017","Mulberry_350",2018-06-28,0.2,0.25,4,1,5,"yes"
"71","4978","5018","unknown_94",2018-06-28,0,0.5,2,0,5,"yes"
"72","5017","5018","unknown_331",2018-06-28,0,0.67,3,0,9,"yes"
"73","5022","5018","Ficus religiosa_19",2018-06-28,0,0.86,7,0,7,"yes"
"74","5011","5018","None",2018-07-03,0,0,1,0,2,"yes"
"75","5013","5018","unknown_331",2018-06-28,0,0.2,5,0,4,"yes"
"76","5016","5018","unknown_331",2018-06-28,0,0.2,5,0,8,"yes"
"77","5021","5018","Ficus religiosa_19",2018-06-28,0,0.67,3,0,3,"yes"
"78","5015","5018","Mulberry_768",2018-06-29,0,0.75,4,0,2,"yes"
"79","5019","5018","unknown_331",2018-06-30,0,0.67,6,0,3,"yes"
"80","4978","5019","None",2018-06-30,0,0,1,0,11,"yes"
"81","5017","5019","Mulberry_350",2018-06-28,0,0.75,4,0,9,"yes"
"82","5022","5019","Ficus religiosa_19",2018-06-28,0,0.8,5,0,7,"yes"
"83","5018","5019","unknown_331",2018-06-30,0,0.33,6,0,3,"yes"
"84","5013","5019","Ficus religiosa_17",2018-06-29,0.3,0.5,4,3,10,"yes"
"85","5016","5019","Ficus religiosa_17",2018-06-29,0,0.5,4,0,4,"yes"
"86","5021","5019","Ficus religiosa_19",2018-06-28,0,0.5,2,0,3,"yes"
"87","5015","5019","Ficus carica_1045",2018-06-29,0,1,4,0,2,"yes"
"88","5022","5021","Ficus religiosa_19",2018-06-28,0,0.33,3,0,7,"yes"
"89","5018","5021","Ficus religiosa_19",2018-06-28,0,0.33,3,0,10,"yes"
"90","5013","5021","Ficus religiosa_19",2018-06-30,0,0,1,0,8,"yes"
"91","5016","5021","Ficus religiosa_19",2018-07-01,0,0,2,0,9,"yes"
"92","5015","5021","None",2018-06-28,0,0.67,3,0,4,"yes"
"93","5019","5021","Ficus religiosa_19",2018-06-28,0,0.5,2,0,5,"yes"
"94","5011","5022","None",2018-07-02,0,0,1,0,5,"yes"
"95","5018","5022","Ficus religiosa_19",2018-06-28,0,0.14,7,0,10,"yes"
"96","5013","5022","Ficus religiosa_19",2018-06-30,0,0,4,0,8,"yes"
"97","5016","5022","unknown_1091",2018-06-28,0,0,3,0,8,"yes"
"98","5021","5022","Ficus religiosa_19",2018-06-28,0,0.67,3,0,3,"yes"
"99","5015","5022","None",2018-06-28,0,1,3,0,4,"yes"
"100","5019","5022","Ficus religiosa_19",2018-06-28,0.2,0.2,5,1,5,"yes"
"101","5471","5056","None",2018-11-25,0,0.5,2,0,9,"yes"
"102","5473","5056","None",2018-11-23,0,0.6,5,0,10,"yes"
"103","5486","5056","None",2018-11-29,0,0.75,4,0,2,"yes"
"104","5425","5056","Melia azedarach_437",2018-11-25,0,0.5,2,0,3,"yes"
"105","5589","5056","Melia azedarach_437",2018-11-25,0.5,0.33,9,1,2,"yes"
"106","5590","5058","None",2019-01-10,0,0.75,4,0,8,"yes"
"107","5679","5058","None",2019-02-08,0,0,1,0,3,"yes"
"108","5153","5150","None",2018-07-25,0,0,2,0,9,"yes"
"109","5154","5150","None",2018-07-20,0,1,4,0,8,"yes"
"110","5153","5154","Ficus carica_804",2018-07-19,0,0.14,7,0,2,"yes"
"111","5150","5157","None",2018-07-24,0.5,0,2,1,2,"yes"
"112","5473","5425","None",2018-11-25,0,1,7,0,9,"yes"
"113","5597","5425","None",2018-11-25,0,1,2,0,5,"yes"
"114","5486","5425","None",2018-12-09,0,0,1,0,5,"yes"
"115","5056","5425","Melia azedarach_437",2018-11-25,0,0.5,2,0,5,"yes"
"116","5480","5425","None",2018-11-25,0,1,1,0,2,"yes"
"117","5476","5425","Ficus religiosa_19",2018-11-25,0,0.5,6,0,6,"yes"
"118","5589","5425","Melia azedarach_437",2018-11-25,0.5,0.33,3,1,2,"yes"
"119","5431","5429","None",2018-08-25,0,1,1,0,4,"yes"
"120","5429","5431","None",2018-08-25,0,0,1,0,2,"yes"
"121","5433","5431","None",2018-08-22,0,0.5,2,0,3,"yes"
"122","5431","5433","None",2018-08-22,0,0.5,2,0,5,"yes"
"123","5462","5458","None",2018-11-23,0,0.33,3,0,3,"yes"
"124","5473","5458","Washingtonia_333",2018-11-23,0.2,0.4,5,2,10,"yes"
"125","5597","5458","None",2018-11-23,0,1,3,0,6,"yes"
"126","5486","5458","None",2018-12-07,0,0,1,0,5,"yes"
"127","5056","5458","None",2018-11-25,0,0,2,0,5,"yes"
"128","5477","5458","None",2018-11-24,0,1,1,0,6,"yes"
"129","5483","5458","Melia azedarach_437",2018-11-23,0.2,0.33,6,1,5,"yes"
"130","5425","5458","None",2018-11-25,0,0,3,0,3,"yes"
"131","5476","5458","None",2018-12-04,0,0,1,0,3,"yes"
"132","5589","5458","Melia azedarach_437",2018-11-23,0,0.33,3,0,4,"yes"
"133","5458","5462","None",2018-11-23,0,0.67,3,0,8,"yes"
"134","5473","5462","Ficus religiosa_19",2018-11-24,0,0.5,4,0,5,"yes"
"135","5597","5462","Melia azedarach_640",2018-11-30,0,0.75,4,0,5,"yes"
"136","5056","5462","Melia azedarach_437",2018-11-25,0.2,0.33,3,1,5,"yes"
"137","5483","5462","None",2018-11-23,0.2,0.75,4,1,5,"yes"
"138","5425","5462","Melia azedarach_437",2018-11-25,0,0.25,4,0,3,"yes"
"139","5476","5462","None",2018-11-25,0,0.33,3,0,6,"yes"
"140","5589","5462","Melia azedarach_437",2018-11-23,0,0.2,5,0,4,"yes"
"141","5479","5471","Ficus carica_673",2018-11-22,0,1,1,0,3,"yes"
"142","5486","5471","None",2018-11-29,0,0,1,0,2,"yes"
"143","5056","5471","None",2018-11-25,0,0.5,2,0,5,"yes"
"144","5476","5471","None",2018-11-25,0,0.25,4,0,6,"yes"
"145","5458","5473","Washingtonia_333",2018-11-23,0,0.6,5,0,8,"yes"
"146","5462","5473","Ficus religiosa_19",2018-11-24,0.2,0.5,4,1,5,"yes"
"147","5597","5473","None",2018-11-23,0.17,0.75,4,1,6,"yes"
"148","5486","5473","None",2018-11-29,0,0,3,0,2,"yes"
"149","5056","5473","None",2018-11-23,0,0.4,5,0,4,"yes"
"150","5480","5473","Ficus religiosa_19",2018-11-25,0,0,1,0,2,"yes"
"151","5483","5473","None",2018-11-23,0,0.36,11,0,5,"yes"
"152","5425","5473","None",2018-11-25,0,0,7,0,3,"yes"
"153","5476","5473","None",2018-11-24,0.1,0.17,6,1,10,"yes"
"154","5589","5473","Melia azedarach_437",2018-11-27,0,0.33,3,0,2,"yes"
"155","5471","5476","None",2018-11-25,0,0.75,4,0,9,"yes"
"156","5473","5476","None",2018-11-24,0.2,0.83,6,1,5,"yes"
"157","5597","5476","None",2018-11-25,0,1,2,0,5,"yes"
"158","5486","5476","unknown_95",2018-12-05,0,0.33,3,0,4,"yes"
"159","5480","5476","None",2018-11-25,0,1,1,0,2,"yes"
"160","5425","5476","Ficus religiosa_19",2018-11-25,0,0.5,6,0,3,"yes"
"161","5589","5476","None",2018-12-12,0,0,1,0,2,"yes"
"162","5458","5477","None",2018-11-24,0,0,1,0,9,"yes"
"163","5597","5477","Ficus carica_414",2018-11-25,0.2,1,3,1,5,"yes"
"164","5486","5477","None",2018-11-29,0,0,4,0,2,"yes"
"165","5480","5477","None",2018-11-27,0,0,3,0,4,"yes"
"166","5483","5477","None",2018-11-24,0,1,1,0,7,"yes"
"167","5458","5479","None",2018-11-23,0,0,2,0,8,"yes"
"168","5462","5479","None",2018-11-23,0,0,3,0,3,"yes"
"169","5471","5479","Ficus carica_673",2018-11-22,0,0,1,0,17,"yes"
"170","5473","5479","None",2018-11-24,0,0.33,3,0,5,"yes"
"171","5597","5479","None",2018-11-22,0,0.33,3,0,15,"yes"
"172","5486","5479","None",2018-11-22,0,0.2,5,0,3,"yes"
"173","5056","5479","None",2018-11-23,0,0.17,6,0,4,"yes"
"174","5477","5479","None",2018-11-23,0.2,0.12,8,1,5,"yes"
"175","5480","5479","None",2018-11-23,0,0.25,4,0,6,"yes"
"176","5483","5479","None",2018-11-23,0,0,2,0,5,"yes"
"177","5425","5479","None",2018-11-25,0,0,1,0,3,"yes"
"178","5476","5479","None",2018-11-25,0,0,2,0,6,"yes"
"179","5589","5479","None",2018-11-23,0.25,0,5,1,4,"yes"
"180","5462","5480","None",2018-11-24,0,0,1,0,5,"yes"
"181","5473","5480","Ficus religiosa_19",2018-11-25,0,1,1,0,9,"yes"
"182","5597","5480","None",2018-11-24,0,0.5,2,0,5,"yes"
"183","5056","5480","None",2018-12-12,0,0,1,0,2,"yes"
"184","5477","5480","None",2018-11-27,0,1,3,0,8,"yes"
"185","5483","5480","None",2018-11-24,0,1,1,0,7,"yes"
"186","5425","5480","None",2018-11-25,0,0,1,0,3,"yes"
"187","5476","5480","None",2018-11-25,0,0,1,0,6,"yes"
"188","5589","5480","None",2018-12-12,0,0,1,0,2,"yes"
"189","5458","5483","Melia azedarach_437",2018-11-23,0.12,0.67,6,1,8,"yes"
"190","5462","5483","None",2018-11-23,0.33,0.25,4,1,3,"yes"
"191","5473","5483","None",2018-11-23,0.3,0.64,11,3,10,"yes"
"192","5597","5483","Persimmon_32",2018-11-23,0.17,0.5,6,1,6,"yes"
"193","5056","5483","None",2018-11-25,0,0.25,4,0,5,"yes"
"194","5477","5483","None",2018-11-24,0,0,1,0,6,"yes"
"195","5425","5483","None",2018-11-25,0.33,0,6,1,3,"yes"
"196","5476","5483","None",2018-11-25,0,0.25,4,0,6,"yes"
"197","5589","5483","Melia azedarach_437",2018-11-23,0,0.6,5,0,4,"yes"
"198","5479","5486","None",2018-11-22,0,0.8,5,0,3,"yes"
"199","5462","5486","1",2018-11-27,0,0.5,2,0,5,"yes"
"200","5471","5486","None",2018-11-29,0,1,1,0,5,"yes"
"201","5473","5486","None",2018-11-29,0,1,3,0,8,"yes"
"202","5477","5486","None",2018-11-29,0,1,4,0,10,"yes"
"203","5480","5486","None",2018-11-23,0,0.5,4,0,6,"yes"
"204","5483","5486","None",2018-11-23,0,0.83,6,0,5,"yes"
"205","5476","5486","unknown_95",2018-12-05,0,0.67,3,0,7,"yes"
"206","5458","5589","Melia azedarach_437",2018-11-23,0,0.67,3,0,8,"yes"
"207","5462","5589","Melia azedarach_437",2018-11-23,0,0.8,5,0,3,"yes"
"208","5471","5589","Ficus carica_673",2018-11-24,0,1,1,0,8,"yes"
"209","5473","5589","Melia azedarach_437",2018-11-27,0,0.67,3,0,6,"yes"
"210","5056","5589","Melia azedarach_437",2018-11-25,0,0.67,9,0,5,"yes"
"211","5483","5589","Melia azedarach_437",2018-11-23,0,0.4,5,0,5,"yes"
"212","5425","5589","Melia azedarach_437",2018-11-25,0,0.67,3,0,3,"yes"
"213","5600","5594","None",2019-02-13,0,1,1,0,7,"yes"
"214","5479","5597","None",2018-11-22,0,0.67,3,0,3,"yes"
"215","5458","5597","None",2018-11-23,0.12,0,3,1,8,"yes"
"216","5473","5597","None",2018-11-23,0.2,0.25,4,2,10,"yes"
"217","5486","5597","None",2018-12-07,0,0,2,0,5,"yes"
"218","5056","5597","None",2018-12-24,0,0,1,0,3,"yes"
"219","5483","5597","Persimmon_32",2018-11-23,0,0.5,6,0,5,"yes"
"220","5425","5597","None",2018-11-25,0,0,2,0,3,"yes"
"221","5476","5597","None",2018-11-25,0,0,2,0,6,"yes"
"222","5589","5597","None",2018-12-12,0,0,1,0,2,"yes"
"223","5732","5598","None",2019-03-12,0,0.5,2,0,2,"yes"
"224","5764","5599","None",2019-09-25,0,1,3,0,4,"yes"
"225","6182","5599","Ficus microcarpa_36",2019-09-23,0,0.25,4,0,7,"yes"
"226","5666","5599","None",2019-09-24,0,1,1,0,6,"yes"
"227","5743","5599","None",2019-10-02,0,0,2,0,8,"yes"
"228","5685","5599","None",2019-09-25,0,0.5,2,0,5,"yes"
"229","5679","5660","Citrus_5",2019-02-09,0,0,2,0,4,"yes"
"230","5600","5660","Citrus_5",2019-02-08,0,0,1,0,9,"yes"
"231","5751","5662","None",2019-11-06,0,1,2,0,2,"yes"
"232","5745","5662","None",2019-11-06,0.09,1,4,1,11,"yes"
"233","6250","5662","None",2019-11-18,0,1,1,0,2,"yes"
"234","6238","5662","None",2019-11-17,0,1,1,0,6,"yes"
"235","5667","5662","unknown_3641",2019-11-08,0,0.25,4,0,6,"yes"
"236","5761","5662","None",2019-12-10,0,0,1,0,5,"yes"
"237","5744","5662","unknown_3641",2019-11-16,0,0.5,4,0,6,"yes"
"238","6240","5662","None",2019-12-04,0,0,2,0,5,"yes"
"239","5599","5666","None",2019-09-24,0,0,1,0,9,"yes"
"240","5751","5667","None",2019-11-07,0,0.86,7,0,2,"yes"
"241","5745","5667","None",2019-11-06,0,0.38,8,0,11,"yes"
"242","6026","5667","None",2019-11-06,0,0.71,7,0,5,"yes"
"243","5662","5667","unknown_3641",2019-11-08,0,0.75,4,0,2,"yes"
"244","6238","5667","Ficus carica_796",2019-11-18,0,1,2,0,3,"yes"
"245","5778","5667","unknown_91",2019-11-20,0,0.5,4,0,3,"yes"
"246","6246","5667","None",2019-11-07,0,0.5,4,0,5,"yes"
"247","5744","5667","unknown_3641",2019-11-06,0,0.36,11,0,3,"yes"
"248","6027","5667","None",2019-11-08,0,0.5,2,0,4,"yes"
"249","5679","5672","Citrus_5",2019-02-09,0.25,0.25,4,1,4,"yes"
"250","5600","5672","Citrus_5",2019-02-09,0,0,1,0,5,"yes"
"251","5679","5677","unknown_2591",2019-02-10,0,0.2,5,0,4,"yes"
"252","5600","5677","None",2019-02-10,0.25,1,1,1,4,"yes"
"253","5058","5679","None",2019-02-08,0,1,1,0,2,"yes"
"254","5680","5679","Citrus_5",2019-02-09,0,1,2,0,2,"yes"
"255","5594","5679","unknown_2631",2019-02-17,0.5,0.33,3,1,2,"yes"
"256","5679","5680","Citrus_5",2019-02-09,0,0,2,0,4,"yes"
"257","5600","5680","Citrus_5",2019-02-08,0,0,1,0,9,"yes"
"258","5749","5684","None",2019-11-07,0,0,1,0,2,"yes"
"259","6245","5684","unknown_1438",2019-11-08,0,0,1,0,2,"yes"
"260","5771","5684","None",2019-11-08,0,0,1,0,3,"yes"
"261","6181","5684","Melia azedarach_702",2019-11-07,0,0.5,6,0,3,"yes"
"262","5781","5684","Citrus_5",2019-11-07,0.33,0.2,5,1,3,"yes"
"263","6263","5684","Citrus_12",2019-11-10,0,1,3,0,7,"yes"
"264","6266","5684","Citrus_5",2019-11-07,0,0,1,0,2,"yes"
"265","6267","5684","None",2019-11-08,0,0,1,0,2,"yes"
"266","6271","5684","None",2019-11-17,0,0,1,0,2,"yes"
"267","6274","5684","Citrus_12",2019-11-10,0,1,1,0,3,"yes"
"268","5764","5685","None",2019-09-24,0,0.8,10,0,3,"yes"
"269","5751","5685","None",2019-09-24,0,0.83,6,0,5,"yes"
"270","5745","5685","None",2019-09-24,0,0.36,11,0,7,"yes"
"271","5599","5685","None",2019-09-25,0.14,0.5,2,1,7,"yes"
"272","5743","5685","None",2019-09-24,0,0.45,11,0,4,"yes"
"273","5782","5699","None",2019-03-28,0,0,1,0,3,"yes"
"274","5703","5699","None",2019-03-28,0,0,1,0,11,"yes"
"275","5734","5699","None",2019-03-27,0,0,2,0,2,"yes"
"276","5703","5700","None",2019-04-10,0.2,1,3,1,5,"yes"
"277","5734","5700","Citrus_2",2019-04-14,0,0.5,4,0,3,"yes"
"278","5728","5700","Citrus_2",2019-04-10,0,0.43,7,0,2,"yes"
"279","5783","5700","Citrus_2",2019-04-10,0,1,2,0,2,"yes"
"280","5734","5702","None",2019-04-20,0,0,1,0,2,"yes"
"281","5733","5703","None",2019-03-27,0,1,2,0,6,"yes"
"282","5780","5703","None",2019-03-26,0,1,2,0,5,"yes"
"283","5782","5703","unknown_462",2019-03-28,0,1,2,0,3,"yes"
"284","5734","5703","Citrus_2",2019-03-28,0,0.5,4,0,3,"yes"
"285","5783","5703","None",2019-04-10,0,0,1,0,2,"yes"
"286","5727","5704","None",2019-05-30,0.2,1,1,1,5,"yes"
"287","5777","5720","Ficus religiosa_12",2019-06-26,0,0.5,2,0,3,"yes"
"288","5699","5726","None",2019-03-30,0.11,1,1,1,9,"yes"
"289","5703","5726","Citrus_2",2019-03-28,0,0.5,2,0,11,"yes"
"290","5734","5726","Citrus_2",2019-03-26,0,0.33,3,0,2,"yes"
