"TAG","duration","num_loc","position_qlt","dummy","night_number","time_start","time_end","month","X_tree","Y_tree","tree_sp","cluster_ID","TAG_Night","date_global","Number_of_Nights","cave_origin","geometry","distance_to_ficus"
6246,7,10,0.185192902,"no",3,"21:21:47","21:28:59",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6246_3","2019-11-07",54,"Har Gershom",c(256123.4115, 785247.6599),16.1730764006136
6263,17,56,0.437522645,"no",3,"18:48:38","19:05:42",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_3","2019-11-07",16,"",c(256097.3636, 785241.9079),17.5159609319605
6263,2,16,1.00005469,"no",3,"18:08:30","18:10:38",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_3","2019-11-07",16,"",c(256100.579, 785235.4209),21.3132446569967
5781,4,8,0.258072841,"no",3,"17:37:01","17:41:09",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","5781_3","2019-11-07",14,"Zemer cave",c(256101.5969, 785265.6663),12.9836761088996
6263,1,5,0.833368057,"no",3,"17:44:38","17:45:26",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","6263_3","2019-11-07",16,"",c(256133.1829, 785252.9587),24.2689010484789
5749,4,13,0.419366676,"no",3,"16:45:25","16:49:33",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","5749_3","2019-11-07",7,"Zemer cave",c(256121.351, 785254.8298),12.3521726445147
6271,0,1,Inf,"no",4,"17:52:58","17:52:58",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","6271_4","2019-11-08",49,"Zemer cave",c(256131.9235, 785264.1219),24.671763452593
6263,27,127,0.622580683,"no",4,"16:27:06","16:54:18",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_4","2019-11-08",16,"",c(256093.691, 785239.7705),21.5940536085919
6263,11,58,0.725037385,"no",4,"17:01:14","17:11:54",11,256098,785213,"Melia azedarach","Melia azedarach_439","6263_4","2019-11-08",16,"",c(256097.7391, 785236.8406),21.3675379295325
6263,1,9,1.000055559,"no",4,"17:45:30","17:46:42",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_4","2019-11-08",16,"",c(256118.279, 785253.21),9.45007624309511
6263,15,77,0.69372963,"no",4,"17:16:34","17:31:22",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_4","2019-11-08",16,"",c(256101.2278, 785246.0367),11.8637194727925
6263,3,15,0.652205814,"no",4,"17:52:50","17:55:54",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_4","2019-11-08",16,"",c(256110.8696, 785242.9108),12.2329130137154
6265,0,1,Inf,"no",4,"17:29:36","17:29:36",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6265_4","2019-11-08",43,"Zemer cave",c(256090.3815, 785238.8663),24.6362500787074
6267,0,1,Inf,"no",4,"17:00:25","17:00:25",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6267_4","2019-11-08",33,"Zemer cave",c(256111.6536, 785246.6261),8.78429246838069
6271,1,3,0.428586735,"no",4,"16:52:26","16:53:22",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6271_4","2019-11-08",49,"Zemer cave",c(256103.5704, 785248.9907),8.09890379313434
6271,0,2,1,"no",4,"19:16:02","19:16:18",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6271_4","2019-11-08",49,"Zemer cave",c(256105.611, 785256.793),3.8340800721659
6181,1,9,1.000041668,"no",4,"00:46:06","00:47:18",11,256086.7657,785267.6451,"UK","B_6181_77","6181_4","2019-11-08",12,"Zemer cave",c(256086.7657, 785267.6451),25.5785584132415
5781,6,34,0.723429268,"no",4,"16:52:26","16:58:42",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","5781_4","2019-11-08",14,"",c(256115.8517, 785248.0564),9.75496662474924
5781,7,34,0.693900563,"no",4,"17:14:10","17:20:42",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","5781_4","2019-11-08",14,"",c(256112.5917, 785252.1265),4.5997077233073
5781,2,11,0.647082613,"no",4,"17:25:14","17:27:30",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","5781_4","2019-11-08",14,"",c(256108.7128, 785243.5807),11.4229110269171
5781,0,2,2.000250031,"no",4,"16:59:54","17:00:02",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","5781_4","2019-11-08",14,"",c(256114.8697, 785247.3802),9.61845778334053
5781,1,10,1.111141976,"no",4,"17:35:22","17:36:34",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","5781_4","2019-11-08",14,"",c(256104.8293, 785253.7584),4.35158695762536
5781,4,18,0.620708383,"no",4,"17:30:18","17:34:10",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","5781_4","2019-11-08",14,"",c(256134.7546, 785260.5479),26.3453718054864
6263,0,2,2,"no",4,"17:41:30","17:41:38",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","6263_4","2019-11-08",16,"",c(256132.0557, 785256.3648),23.0960598702423
6251,0,2,2,"no",5,"16:28:51","16:28:59",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","6251_5","2019-11-09",49,"",c(256123.8349, 785262.5112),16.6280601228425
6258,1,2,0.28572449,"no",5,"16:20:38","16:21:34",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","6258_5","2019-11-09",11,"",c(256120.1472, 785274.6313),22.575384991855
6263,8,23,0.389850331,"no",5,"16:49:10","16:57:02",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_5","2019-11-09",16,"Zemer cave",c(256124.2079, 785248.0727),16.7113047874784
6271,1,4,0.571459185,"no",5,"19:06:38","19:07:34",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6271_5","2019-11-09",49,"Zemer cave",c(256084.0254, 785243.6059),27.450977395534
5781,1,5,1.250039064,"no",5,"16:49:19","16:49:51",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","5781_5","2019-11-09",14,"Zemer cave",c(256130.4489, 785261.9342),22.5419262896886
6251,17,107,0.849243419,"no",6,"19:13:59","19:30:47",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6251_6","2019-11-10",49,"Shaked",c(256113.5209, 785258.9007),5.97109682554349
5781,1,7,0.777810187,"no",8,"16:23:51","16:25:03",11,256143,785274,"Guava","Guava_149","5781_8","2019-11-12",14,"Zemer cave",c(256131.6985, 785263.3265),24.1775206441723
6265,0,1,Inf,"no",9,"16:34:13","16:34:13",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6265_9","2019-11-13",43,"Zemer cave",c(256082.4044, 785257.2848),26.6935619653904
6263,0,2,1.000062504,"no",15,"23:30:32","23:30:48",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6263_15","2019-11-19",16,"Zemer cave",c(256122.3389, 785248.8322),14.6958500962255
6251,16,97,0.788653151,"no",50,"02:24:12","02:40:36",12,256132,785266,"Surinam Cherry","Surinam Cherry_56","6251_50","2019-12-24",49,"Shaked",c(256123.4869, 785271.6294),22.0546415969267
6251,1,7,0.700035002,"no",50,"02:21:40","02:23:00",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6251_50","2019-12-24",49,"Shaked",c(256102.2916, 785257.176),7.05248938743939
6271,44,263,0.799430064,"no",51,"19:56:21","20:40:12",12,256132,785266,"Surinam Cherry","Surinam Cherry_56","6271_51","2019-12-25",49,"",c(256134.3949, 785264.7621),27.2066084329101
6272,0,1,Inf,"no",4,"21:08:38","21:08:38",2,256132,785266,"Surinam Cherry","Surinam Cherry_56","6272_4","2020-02-13",13,"Har Gershom",c(256127.6234, 785267.5286),22.4454192547044
6275,1,2,0.400020001,"no",9,"18:27:37","18:28:17",2,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6275_9","2020-02-18",16,"",c(256107.3688, 785262.5772),7.7507917841269
6275,10,6,0.078951524,"no",9,"20:17:36","20:27:44",2,256163,785279,"Avocado","Avocado_154","6275_9","2020-02-18",16,"",c(256127.4784, 785265.801),21.4035713739377
6643,1,3,0.500031252,"no",4,"18:48:52","18:49:40",6,256098,785213,"Melia azedarach","Melia azedarach_439","6643_4","2020-06-18",5,"",c(256089.3629, 785234.6331),28.2918064467548
6646,4,23,0.793137635,"no",4,"19:05:48","19:09:40",6,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6646_4","2020-06-18",8,"Zemer cave",c(256119.0245, 785260.6674),11.5156425357157
6646,1,6,0.85717347,"no",4,"19:11:00","19:11:56",6,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6646_4","2020-06-18",8,"Zemer cave",c(256099.2645, 785238.0192),19.5736437305589
6646,1,7,0.875027345,"no",4,"18:58:36","18:59:40",6,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6646_4","2020-06-18",8,"Zemer cave",c(256107.9293, 785246.4812),8.58582272874126
6643,9,57,0.814343882,"no",4,"19:01:08","19:10:28",6,256132,785266,"Surinam Cherry","Surinam Cherry_56","6643_4","2020-06-18",5,"",c(256119.6884, 785274.9893),22.6674658718375
6643,12,3,0.032969388,"no",5,"19:03:50","19:15:58",6,256098,785213,"Melia azedarach","Melia azedarach_439","6643_5","2020-06-19",5,"Zemer cave",c(256100.2228, 785244.7156),13.5206554279104
6428,0,1,Inf,"no",18,"21:32:40","21:32:40",6,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6428_18","2020-06-23",17,"Zemer cave",c(256088.9494, 785267.273),23.5085748049644
6637,1,4,0.800060005,"no",3,"19:39:49","19:40:29",6,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6637_3","2020-06-23",16,"Zemer cave",c(256106.9231, 785236.6415),18.4756065085547
6641,7,11,0.207560387,"no",11,"21:37:55","21:44:59",6,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6641_11","2020-06-25",13,"Zemer cave",c(256091.7508, 785246.3684),19.2883233900481
7004,2,13,0.928629468,"no",2,"19:45:56","19:47:48",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","7004_2","2020-11-18",20,"Har Gershom",c(256130.9659, 785269.4728),26.3051839501289
7004,7,33,0.647103233,"no",2,"21:10:11","21:16:59",11,256118,785292,"Mulberry","Mulberry_495","7004_2","2020-11-18",20,"Har Gershom",c(256119.9838, 785268.2622),17.2200409778737
6993,0,1,Inf,"no",3,"20:44:31","20:44:31",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","6993_3","2020-11-19",58,"Shaked",c(256131.2547, 785261.2641),23.1194857403867
6988,1,3,0.600045003,"no",4,"18:59:37","19:00:17",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6988_4","2020-11-19",99,"Har Gershom",c(256103.8466, 785251.2302),6.38505470612222
6993,0,3,1.500093756,"no",3,"21:14:47","21:15:03",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6993_3","2020-11-19",58,"Shaked",c(256117.4121, 785253.8744),8.48707262663885
7004,4,8,0.266684446,"no",4,"18:17:12","18:21:12",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7004_4","2020-11-20",20,"Har Gershom",c(256091.4399, 785275.1798),26.7503540173166
7004,11,76,0.883781305,"no",5,"18:40:03","18:51:31",11,256132,785266,"Surinam Cherry","Surinam Cherry_56","7004_5","2020-11-21",20,"Har Gershom",c(256123.237, 785268.9981),19.9659453221961
7085,2,23,0.884683437,"no",8,"23:38:23","23:40:07",11,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7085_8","2020-11-23",11,"Zemer cave",c(256112.3739, 785262.5831),8.29979558909465
6993,1,11,1.100068754,"no",36,"20:22:28","20:23:48",12,256098,785213,"Melia azedarach","Melia azedarach_439","6993_36","2020-12-22",58,"Einan",c(256101.72, 785229.4803),26.5377747387989
6807,0,1,Inf,"no",40,"01:04:36","01:04:36",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6807_40","2020-12-25",51,"Zemer cave",c(256103.1054, 785239.5397),16.5459114360945
7016,6,8,0.173922968,"no",43,"22:26:47","22:32:55",12,256118,785292,"Mulberry","Mulberry_495","7016_43","2020-12-28",52,"Zemer cave",c(256094.7588, 785274.227),23.9267487644682
6807,1,11,1.100068754,"no",43,"21:07:03","21:08:23",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6807_43","2020-12-28",51,"Zemer cave",c(256109.0878, 785250.5654),4.43546908458717
6993,1,8,1.142918371,"no",43,"20:34:06","20:35:02",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6993_43","2020-12-29",58,"Zemer cave",c(256086.5705, 785259.3875),22.8545974915228
6993,0,4,1.333333333,"no",43,"20:36:14","20:36:38",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6993_43","2020-12-29",58,"Zemer cave",c(256081.9709, 785252.1813),27.1756750882193
7016,1,5,0.555586421,"no",44,"19:32:59","19:34:11",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7016_44","2020-12-29",52,"Zemer cave",c(256107.4871, 785247.9864),7.17491821342013
7008,7,48,0.87278083,"no",45,"01:35:17","01:42:37",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_45","2020-12-30",54,"Zemer cave",c(256093.753, 785267.3493),19.6208108774875
7008,8,43,0.693590338,"no",45,"20:13:11","20:21:27",12,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_45","2020-12-30",54,"Zemer cave",c(256123.7448, 785271.3192),21.99375856193
7008,1,8,1.142897961,"no",46,"01:16:24","01:17:20",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_46","2020-12-31",54,"",c(256093.3016, 785247.2116),17.5242385603256
7008,0,2,2.000250031,"no",48,"22:51:58","22:52:06",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_48","2021-01-02",54,"",c(256122.368, 785265.1291),16.7720628072422
7008,2,11,0.687553715,"no",48,"22:53:18","22:55:26",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_48","2021-01-02",54,"",c(256115.3048, 785270.0602),16.3266691973171
7008,3,19,0.950053441,"no",49,"17:57:06","17:59:46",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_49","2021-01-03",54,"",c(256128.6699, 785268.7687),24.0100409350074
7008,1,6,0.600037502,"no",49,"00:02:24","00:03:44",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_49","2021-01-03",54,"",c(256099.2483, 785272.6112),20.1308225945039
7008,0,2,0.666722227,"no",50,"00:49:55","00:50:19",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_50","2021-01-04",54,"Zemer cave",c(256129.7585, 785272.2248),26.974229503152
7008,2,9,0.562535158,"no",51,"21:00:54","21:03:02",1,256118,785292,"Mulberry","Mulberry_495","7008_51","2021-01-05",54,"",c(256098.4669, 785271.9032),19.9164345666604
7008,1,4,0.800040002,"no",51,"16:49:43","16:50:23",1,256115,785218,"Mulberry","Mulberry_493","7008_51","2021-01-05",54,"",c(256116.9764, 785238.1009),18.6869617051979
7008,0,4,1.333444454,"no",51,"20:02:06","20:02:30",1,256118,785292,"Mulberry","Mulberry_495","7008_51","2021-01-05",54,"",c(256107.7274, 785280.8239),25.8552378052861
7008,1,2,0.500046879,"no",51,"00:00:22","00:00:54",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_51","2021-01-05",54,"",c(256133.7853, 785258.8743),25.0862770569814
7008,1,5,1.250039064,"no",51,"19:18:47","19:19:19",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_51","2021-01-05",54,"",c(256096.4795, 785265.4004),16.2767085251046
7008,1,4,0.800040002,"no",51,"20:26:38","20:27:18",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_51","2021-01-05",54,"",c(256111.2599, 785267.9509),13.1465949515998
7008,3,20,0.769282548,"no",51,"15:31:51","15:35:19",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_51","2021-01-05",54,"",c(256114.7062, 785271.1948),17.1706804024082
7008,2,2,0.11765398,"no",51,"19:20:31","19:22:47",1,256118,785292,"Mulberry","Mulberry_495","7008_51","2021-01-05",54,"",c(256102.7561, 785283.8715),29.5389539330779
7008,0,2,2,"no",52,"01:53:36","01:53:44",1,256098,785213,"Melia azedarach","Melia azedarach_439","7008_52","2021-01-06",54,"",c(256093.2029, 785230.7993),28.9002119179436
7008,2,9,0.529442908,"no",52,"20:32:49","20:35:05",1,256118,785292,"Mulberry","Mulberry_495","7008_52","2021-01-06",54,"",c(256121.0662, 785258.5582),12.5799034050273
7008,0,3,1.00008334,"no",52,"21:07:21","21:07:45",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_52","2021-01-06",54,"",c(256129.6466, 785274.7575),28.5769294678116
7008,0,2,2,"no",52,"21:28:33","21:28:41",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_52","2021-01-06",54,"",c(256128.8216, 785248.8735),20.7468028575486
7008,0,2,2.000500125,"no",52,"16:03:30","16:03:38",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_52","2021-01-06",54,"",c(256082.2453, 785261.3304),27.4934162346042
7008,0,4,1.333500021,"no",52,"15:41:14","15:41:38",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_52","2021-01-06",54,"",c(256112.6569, 785273.9593),19.3087538204708
7008,0,1,Inf,"no",52,"16:54:34","16:54:34",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_52","2021-01-06",54,"",c(256119.5701, 785243.5962),15.5490729128648
7008,1,8,0.888950622,"no",53,"19:54:04","19:55:16",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_53","2021-01-07",54,"",c(256134.3017, 785266.2412),27.6864696256425
7008,0,1,Inf,"no",53,"23:38:03","23:38:03",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_53","2021-01-07",54,"",c(256113.4956, 785272.126),17.7062219392387
7008,1,6,1.000062504,"no",53,"00:11:15","00:12:03",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_53","2021-01-07",54,"",c(256123.5558, 785263.607),16.910108297683
7008,3,3,0.142865647,"no",53,"19:07:56","19:10:44",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_53","2021-01-07",54,"",c(256117.599, 785255.7491),8.63156716997597
7008,14,99,0.97065009,"no",53,"00:28:43","00:42:19",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_53","2021-01-07",54,"",c(256134.3078, 785256.8124),25.3726138700899
7008,5,27,0.729769177,"no",54,"02:14:53","02:19:49",1,256118,785292,"Mulberry","Mulberry_495","7008_54","2021-01-08",54,"Zemer cave",c(256106.9636, 785280.8759),25.9559073385857
6993,2,15,1.000066671,"no",54,"19:42:42","19:44:42",1,256098,785213,"Melia azedarach","Melia azedarach_439","6993_54","2021-01-09",58,"Zemer cave",c(256096.1498, 785230.9762),27.2446436291251
7008,5,35,1.029472322,"no",55,"19:48:09","19:52:41",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_55","2021-01-09",54,"",c(256123.9885, 785258.2397),15.3346271014468
7008,5,38,0.974418314,"no",55,"22:18:09","22:23:21",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_55","2021-01-09",54,"",c(256122.6804, 785269.0292),19.5951983097913
7008,3,18,0.947424519,"no",55,"22:11:13","22:13:45",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_55","2021-01-09",54,"",c(256128.4067, 785247.6637),20.7470793746784
7008,0,3,1.500093756,"no",55,"20:03:53","20:04:09",1,256118,785292,"Mulberry","Mulberry_495","7008_55","2021-01-09",54,"",c(256106.8463, 785276.1055),21.2151020251551
6993,1,8,1.142938781,"no",55,"20:17:08","20:18:04",1,256098,785213,"Melia azedarach","Melia azedarach_439","6993_55","2021-01-10",58,"Zemer cave",c(256100.7349, 785230.3879),25.9628069441882
7008,1,7,1.16671528,"no",56,"17:42:05","17:42:53",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_56","2021-01-10",54,"",c(256134.228, 785260.1325),25.7447963722694
7008,0,3,1.500187523,"no",56,"22:33:08","22:33:24",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","7008_56","2021-01-10",54,"",c(256120.7797, 785267.3974),17.101370086947
7008,1,3,0.750046878,"no",56,"15:12:53","15:13:25",1,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","7008_56","2021-01-10",54,"",c(256118.8508, 785250.5823),10.7960332497467
6993,0,1,Inf,"no",58,"17:26:37","17:26:37",1,256132,785266,"Surinam Cherry","Surinam Cherry_56","6993_58","2021-01-13",58,"Zemer cave",c(256132.5077, 785252.1281),23.6824780987878
6988,0,2,0.666722227,"no",98,"19:53:25","19:53:49",2,256109,785255,"Ficus sycomorus","Ficus sycomorus_3","6988_98","2021-02-21",99,"Har Gershom",c(256133.835, 785264.6091),26.6291574746484
